keys,ko,en,fr,it,es,ja,el,zh,zh_TW,ru,pt,pl,de
card.genghis_khan.khans_fury.name,칸의 분노,Khan's Fury,Fureur du Khan,Furia del Khan,Furia del Kan,ハンの憤怒,Οργή του Χαν,可汗之怒,可汗之怒,Ярость хана,Fúria do Khan,Furia Chana,Khan-Zorn
card.genghis_khan.khans_fury.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.mobility_power.name,기동의 권능,Mobility Power,Puissance de mobilité,Potere della mobilità,Poder de movilidad,機動の権能,Δύναμη Κινητικότητας,机动权能,机动权能,Сила подвижности,Poder de Mobilidade,Moc Mobilności,Mobilitäts-Macht
card.genghis_khan.mobility_power.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.signal_horn.name,신호 나팔,Signal Horn,Cor de signal,Corno di segnale,Cuerno de señal,信号ラッパ,Κόρνο Σήματος,信号号角,信号号角,Сигнальный рог,Corno de Sinal,Sygnałowy Róg,Signalhorn
card.genghis_khan.signal_horn.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.flanking.name,측면 우회,Flanking,Flanquement,Fiancheggiamento,Flanqueo,側面迂回,Πλαγίωση,侧面迂回,侧面迂回,Фланговая атака,Flanqueamento,Oskrzydlenie,Flankenangriff
card.genghis_khan.flanking.archetype,기동,Mobility,Mobilité,Mobilità,Movilidad,機動,Κινητικότητα,机动,机动,Подвижность,Mobilidade,Mobilność,Mobilität
card.genghis_khan.cavalry_summon.name,기병 소집,Cavalry Summon,Convocation de cavalerie,Convocazione di cavalleria,Convocatoria de caballería,騎兵召集,Κλήση Ιππικού,骑兵召集,骑兵召集,Призыв кавалерии,Invocar Cavalaria,Przywołanie Kawalerii,Kavallerie-Beschwörung
card.genghis_khan.cavalry_summon.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.horde_advance.name,호드 진군,Horde Advance,Avance de la horde,Avanzata dell'orda,Avance de la horda,ホード進軍,Προέλαση Ορδής,游牧军团进军,游牧军团进军,Наступление орды,Avanço da Horda,Natarcie Hordy,Horden-Vorstoß
card.genghis_khan.horde_advance.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.war_horse_power.name,군마의 권능,War Horse Power,Puissance du cheval de guerre,Potere del cavallo da guerra,Poder del caballo de guerra,軍馬の権能,Δύναμη Πολεμικού Αλόγου,军马权能,军马权能,Сила боевого коня,Poder do Cavalo de Guerra,Moc Bojowego Konia,Streitross-Macht
card.genghis_khan.war_horse_power.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.khans_banner.name,칸의 깃발,Khan's Banner,Bannière du Khan,Stendardo del Khan,Estandarte del Kan,ハンの旗,Λάβαρο του Χαν,可汗旗帜,可汗旗帜,Знамя хана,Estandarte do Khan,Sztandar Chana,Khan-Banner
card.genghis_khan.khans_banner.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.horde_volley.name,토큰 일제 사격,Horde Volley,Volée de l'horde,Volata dell'orda,Volea de la horda,ホード一斉射撃,Ομοβροντία Ορδής,游牧军齐射,游牧军齐射,Залп орды,Salva da Horda,Salwa Hordy,Horden-Salve
card.genghis_khan.horde_volley.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.ten_thousand_army.name,천만의 군세,Ten Thousand Army,Armée des dix mille,Esercito dei diecimila,Ejército de diez mil,一万の軍勢,Στρατός Δέκα Χιλιάδων,十万大军,十万大军,Армия из десяти тысяч,Exército de Dez Mil,Armia Dziesięciu Tysięcy,Zehntausend-Armee
card.genghis_khan.ten_thousand_army.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.cavalry_retreat.name,기병 후퇴,Cavalry Retreat,Retraite de cavalerie,Ritirata di cavalleria,Retirada de caballería,騎兵後退,Υποχώρηση Ιππικού,骑兵撤退,骑兵撤退,Отступление кавалерии,Retirada da Cavalaria,Odwrót Kawalerii,Kavallerie-Rückzug
card.genghis_khan.cavalry_retreat.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.plunderers_instinct.name,약탈자의 본능,Plunderer's Instinct,Instinct du pillard,Istinto del saccheggiatore,Instinto del saqueador,略奪者の本能,Ένστικτο Λεηλατητή,掠夺者本能,掠夺者本能,Инстинкт грабителя,Instinto do Saqueador,Instynkt Grabieżcy,Plünderer-Instinkt
card.genghis_khan.plunderers_instinct.archetype,몽골 기병,Mongol Cavalry,Cavalerie mongole,Cavalleria mongola,Caballería mongola,モンゴル騎兵,Μογγολικό Ιππικό,蒙古骑兵,蒙古骑兵,Монгольская конница,Cavalaria Mongol,Mongolska Kawaleria,Mongolische Kavallerie
card.genghis_khan.executioners_bounty.name,처형 현상금,Executioner's Bounty,Prime du bourreau,Taglia del boia,Recompensa del verdugo,処刑懸賞,Αμοιβή Εκτελεστή,处刑赏金,处刑赏金,Награда палача,Recompensa do Carrasco,Nagroda Kata,Henkers-Beute
card.genghis_khan.executioners_bounty.archetype,약탈,Plunder,Pillage,Saccheggio,Saqueo,略奪,Λεηλασία,掠夺,掠夺,Грабёж,Pilhagem,Grabież,Plünderung
card.genghis_khan.massacre_khan.name,학살의 칸,Massacre Khan,Khan du massacre,Khan del massacro,Khan de la masacre,虐殺のハン,Χαν Σφαγής,屠杀可汗,屠杀可汗,Хан резни,Khan do Massacre,Chan Masakry,Massaker-Khan
card.genghis_khan.massacre_khan.archetype,약탈,Plunder,Pillage,Saccheggio,Saqueo,略奪,Λεηλασία,掠夺,掠夺,Грабёж,Pilhagem,Grabież,Plünderung
card.genghis_khan.khans_treasury.name,칸의 보고,Khan's Treasury,Trésor du Khan,Tesoro del Khan,Tesoro del Kan,ハンの宝庫,Θησαυρός του Χαν,可汗宝库,可汗宝库,Сокровищница хана,Tesouro do Khan,Skarbiec Chana,Khan-Schatzkammer
card.genghis_khan.khans_treasury.archetype,약탈,Plunder,Pillage,Saccheggio,Saqueo,略奪,Λεηλασία,掠夺,掠夺,Грабёж,Pilhagem,Grabież,Plünderung
card.genghis_khan.khans_gamble.name,칸의 도박,Khan's Gamble,Pari du Khan,Scommessa del Khan,Apuesta del Kan,ハンの賭け,Στοίχημα του Χαν,可汗赌注,可汗赌注,Пари хана,Aposta do Khan,Zakład Chana,Khan-Wette
card.genghis_khan.khans_gamble.archetype,약탈,Plunder,Pillage,Saccheggio,Saqueo,略奪,Λεηλασία,掠夺,掠夺,Грабёж,Pilhagem,Grabież,Plünderung
effect.damage_per_status_type.text,디버프 종류당 피해 %d을 입힙니다.,Deal %d per debuff type,Inflige %d par type de débuff,Infligge %d per tipo debuff,Inflige %d por tipo desventaja,デバフ種 %d ダメージ,Ζημιά %d ανά τύπο εξασθένησης,每种减益造成 %d 伤害,每种减益造成 %d 伤害,Нанести %d за каждый тип дебаффа,Causar %d por tipo de debuff,Zadaj %d za każdy typ debuffu,%d pro Debuff-Typ zufügen
effect.draw_per_enthrall.text,이 카드로 반함 발동 시 카드 %d장을 뽑습니다.,Draw %d card(s) if this card causes enthrall,Piochez %d carte(s) si cette carte provoque le charme,Pesca %d carta(e) se causa ammaliamento,Roba %d carta(s) si causa enthrall,このカードで反心が発動したらカードを %d 枚引く,Τράβηξε %d χαρτί(α) αν αυτή η κάρτα προκαλεί Γοητεία,此牌触发反迷时抽 %d 张牌,此牌觸發反迷時抽 %d 張牌,Взять %d карт(ы) при очаровании,Comprar %d carta(s) se causar enfeitiço,Dobierz %d kart przy oczarowaniu,%d Karte(n) ziehen bei Verzauberung
effect.damage_per_charmed_enemy.text,매혹된 적 1명당 %d 피해를 입힙니다.,Deal %d damage per Charmed enemy,Inflige %d dégâts par ennemi charmé,Infligge %d danni per nemico ammaliato,Inflige %d de daño por enemigo encantado,魅惑された敵1体につき %d ダメージ,Προκάλεσε %d ζημιά ανά γοητευμένο εχθρό,每个着迷的敌人造成 %d 伤害,每個著迷的敵人造成 %d 傷害,Нанести %d урона за очарованного врага,Causar %d dano por inimigo Encantado,Zadaj %d obr. za Oczarowanego wroga,%d Schaden pro bezauberten Feind
power.on_enthrall_strength.label,매혹 반함 발동 시 strength +%d 영구,On enthrall: gain Strength +%d permanently,Réf. charme: Strength +%d permanent,Al fascino: Forza +%d permanente,Al embrujo: Fuerza +%d permanente,反心発動時: ストレングス +%d 永久,Στην Γοητεία: Δύναμη +%d μόνιμα,反迷触发: 力量 +%d 永久,反迷觸發: 力量 +%d 永久,При очаровании: получить Strength +%d навсегда,Ao enfeitiçar: ganhar Strength +%d permanentemente,Przy oczarowaniu: zyskaj Strength +%d na stałe,Bei Verzauberung: Strength +%d dauerhaft
power.on_kill_energy.label,적 처치 시 에너지 +%d,On kill: gain %d Energy,Au meurtre: +%d Énergie,All'uccisione: +%d Energia,Al matar: +%d Energía,敵撃破時: エネルギー +%d,Στη σφαγή: +%d Ενέργεια,击杀时获得 %d 能量,擊殺時獲得 %d 能量,При убийстве: получить %d Энергии,Ao matar: ganhar %d Energia,Przy zabiciu: zyskaj %d Energii,Bei Kill: %d Energie erhalten
power.on_enthrall_strength.desc,적이 반함 상태에 빠질 때마다 본인 strength +%d 영구 획득,Gain Strength +%d permanently each time an enemy is enthralled,Gagne Strength +%d permanent à chaque ennemi réfracté par le charme,Ottieni Forza +%d permanente ogni volta che un nemico è affascinato,Obtén Fuerza +%d permanente cada vez que un enemigo es embrujado,敵が反心状態になるたびに ストレングス +%d 永久,Αποκτάτε Δύναμη +%d μόνιμα κάθε φορά που γοητεύεται εχθρός,每当敌人被反迷时永久获得 力量 +%d,每當敵人被反迷時永久獲得 力量 +%d,Получить Strength +%d навсегда каждый раз при очаровании врага,Ganhar Strength +%d permanentemente cada vez que um inimigo é enfeitiçado,Zyskaj Strength +%d na stałe za każdym oczarowaniem wroga,Strength +%d dauerhaft erhalten bei jeder Feind-Verzauberung
power.on_kill_energy.desc,본인이 적을 처치할 때마다 에너지 +%d 즉시 획득,Gain %d Energy each time you kill an enemy,Gagne %d Énergie à chaque ennemi tué,Ottieni %d Energia per ogni nemico ucciso,Obtén %d Energía por cada enemigo abatido,敵撃破時にエネルギー +%d 即座に獲得,Αποκτάτε %d Ενέργεια κάθε φορά που σκοτώνετε εχθρό,击杀敌人时立即获得 %d 能量,擊殺敵人時立即獲得 %d 能量,Получить %d Энергии за каждое убийство врага,Ganhar %d Energia cada vez que matar um inimigo,Zyskaj %d Energii za każde zabicie wroga,%d Energie pro getöteten Feind erhalten
card.napoleon.blitz_advance.name,전격 진군,Blitz Advance,Avance Éclair,Avanzata Lampo,Avance Relámpago,電撃進軍,Αστραπιαία Προέλαση,闪电进军,閃電進軍,Блицкриг,Avanço Blitz,Błyskawiczne Natarcie,Blitz-Vorstoß
card.cleopatra.seductive_stillness.name,유혹의 정체,Seductive Stillness,Immobilité Séductrice,Immobilità Seducente,Quietud Seductora,魅惑の静止,Σαγηνευτική Ακινησία,魅惑停滞,魅惑停滯,Соблазнительное затишье,Quietude Sedutora,Uwodzicielska Cisza,Verführerische Stille
card.yi_sun_sin.turtleship_drill.name,거북선 점호,Turtleship Drill,Appel du bateau-tortue,Adunata della Nave Tartaruga,Llamada del Barco Tortuga,亀甲船点呼,Σύναξη του Πλοίου-Χελώνα,龟船点名,龜船點名,Учение Корабля-черепахи,Manobra do Navio Tartaruga,Ćwiczenia Statku-Żółwia,Schildkrötenschiff-Drill
card.joan_of_arc.grace_of_spirit.name,성령의 가호,Grace of the Spirit,Grâce de l'Esprit,Grazia dello Spirito,Gracia del Espíritu,聖霊の加護,Χάρη του Πνεύματος,圣灵的护佑,聖靈的護佑,Благодать духа,Graça do Espírito,Łaska Ducha,Anmut des Geistes
card.genghis_khan.cavalry_charge_speed.name,기마 돌격,Cavalry Charge,Charge de cavalerie,Carica di Cavalleria,Carga de Caballería,騎馬突撃,Έφοδος Ιππικού,骑兵冲锋,騎兵衝鋒,Атака кавалерии,Carga da Cavalaria,Szarża Kawalerii,Kavallerie-Angriff
card.musashi.swift_blade.name,신속의 검,Swift Blade,Lame Rapide,Lama Rapida,Hoja Veloz,迅速の剣,Ταχεία Λεπίδα,迅捷之刃,迅捷之刃,Быстрый клинок,Lâmina Veloz,Szybkie Ostrze,Schnelle Klinge
effect.buff_speed.self.text,본인 속도 +%d (%d턴),Self: Speed +%d (%d turns),Soi: Vitesse +%d (%d tours),Sé: Velocità +%d (%d turni),Yo: Velocidad +%d (%d turnos),自身: 速度+%d（%dターン）,Εαυτός: Ταχύτητα +%d (%d γύροι),自身: 速度+%d（%d回合）,自身: 速度+%d（%d回合）,Себе: Скорость +%d (%d х.),Auto: Velocidade +%d (%d turnos),Sobie: Szybkość +%d (%d tur),Selbst: Geschw. +%d (%d R.)
effect.buff_speed.all_allies.text,파티 전원 속도 +%d (%d턴),All allies: Speed +%d (%d turns),Tous alliés: Vitesse +%d (%d tours),Tutti alleati: Velocità +%d (%d turni),Todos aliados: Velocidad +%d (%d turnos),全味方: 速度+%d（%dターン）,Όλοι σύμμαχοι: Ταχύτητα +%d (%d γύροι),全队友: 速度+%d（%d回合）,全隊友: 速度+%d（%d回合）,Все союзники: Скорость +%d (%d х.),Todos aliados: Velocidade +%d (%d turnos),Wszyscy sojusznicy: Szybkość +%d (%d tur),Alle Verb.: Geschw. +%d (%d R.)
effect.buff_speed.ally.text,동료 1명 속도 +%d (%d턴),Ally: Speed +%d (%d turns),Allié: Vitesse +%d (%d tours),Alleato: Velocità +%d (%d turni),Aliado: Velocidad +%d (%d turnos),味方1人: 速度+%d（%dターン）,Σύμμαχος: Ταχύτητα +%d (%d γύροι),队友: 速度+%d（%d回合）,隊友: 速度+%d（%d回合）,Союзник: Скорость +%d (%d х.),Aliado: Velocidade +%d (%d turnos),Sojusznik: Szybkość +%d (%d tur),Verb.: Geschw. +%d (%d R.)
effect.debuff_speed.single.text,적 1명 속도 -%d (%d턴),Enemy: Speed -%d (%d turns),Ennemi: Vitesse -%d (%d tours),Nemico: Velocità -%d (%d turni),Enemigo: Velocidad -%d (%d turnos),敵1体: 速度-%d（%dターン）,Εχθρός: Ταχύτητα -%d (%d γύροι),敌人: 速度-%d（%d回合）,敵人: 速度-%d（%d回合）,Враг: Скорость -%d (%d х.),Inimigo: Velocidade -%d (%d turnos),Wróg: Szybkość -%d (%d tur),Feind: Geschw. -%d (%d R.)
effect.debuff_speed.all.text,적 전체 속도 -%d (%d턴),All enemies: Speed -%d (%d turns),Tous ennemis: Vitesse -%d (%d tours),Tutti nemici: Velocità -%d (%d turni),Todos enemigos: Velocidad -%d (%d turnos),全敵: 速度-%d（%dターン）,Όλοι εχθροί: Ταχύτητα -%d (%d γύροι),全敌: 速度-%d（%d回合）,全敵: 速度-%d（%d回合）,Все враги: Скорость -%d (%d х.),Todos inimigos: Velocidade -%d (%d turnos),Wszyscy wrogowie: Szybkość -%d (%d tur),Alle Feinde: Geschw. -%d (%d R.)
effect.mark_enemy.text,적 1명을 마킹합니다.,Mark 1 enemy.,Marque 1 ennemi.,Marca 1 nemico.,Marca 1 enemigo.,敵1体をマークします。,Σημάδεψε 1 εχθρό.,标记敌人1名。,標記敵人1名。,Пометить 1 врага.,Marca 1 inimigo.,Oznacz 1 wroga.,1 Gegner markieren.
